stress_definition,pair,a,b,tail,q,n_calm,n_stress,B,block,seed,lambda_calm,lambda_stress,difference,diff_lo_95,diff_hi_95,p_value
2024,Cocoa–Cedi,cocoa,cedi,upper,0.05,2451,242,15000,20,2817600294,0.0407996736026,0,-0.0407996736026,-0.0734394124847,0.0663247586581,0.0798613425772
2024,Cocoa–Cedi,cocoa,cedi,lower,0.1,2451,242,15000,20,182594210,0.0897592819257,0.0826446280992,-0.00711465382657,-0.114239086087,0.0796099416329,0.920271981868
2024,Cocoa–Cedi,cocoa,cedi,upper,0.1,2451,242,15000,20,1526107672,0.0897592819257,0.0413223140496,-0.0484369678762,-0.118319053448,0.0627674317448,0.309579361376
2024,Cocoa–Gold,cocoa,gold,lower,0.025,2451,242,15000,20,2547481800,0.0326397388821,0,-0.0326397388821,-0.0979192166463,0,0.341643890407
2024,Cocoa–Gold,cocoa,gold,upper,0.025,2451,242,15000,20,854319234,0.0326397388821,0,-0.0326397388821,-0.0815993472052,0,0.289114059063
2024,Cocoa–Gold,cocoa,gold,lower,0.05,2451,242,15000,20,3954034554,0.0897592819257,0,-0.0897592819257,-0.138718890249,0.0918498437136,0.12652489834
2024,Cocoa–Gold,cocoa,gold,upper,0.05,2451,242,15000,20,2436212171,0.0897592819257,0,-0.0897592819257,-0.138718890249,-0.0152745885471,0.0201319912006
2024,Cocoa–Gold,cocoa,gold,lower,0.1,2451,242,15000,20,687483603,0.134638922889,0.247933884298,0.113294961409,-0.0723941315907,0.22041939367,0.20885274315
2024,Cocoa–Gold,cocoa,gold,upper,0.1,2451,242,15000,20,3004271103,0.15911872705,0.0413223140496,-0.117796413001,-0.187678498572,0.0102504965084,0.0349976668222
2024,Cocoa–WTI,cocoa,wti,lower,0.025,2451,242,15000,20,304567352,0.0979192166463,0.165289256198,0.0673700395521,-0.146878824969,0.446908160272,0.633157789481
2024,Cocoa–WTI,cocoa,wti,upper,0.025,2451,242,15000,20,1898056355,0.0489596083231,0,-0.0489596083231,-0.114239086087,0.297938773515,0.32451169922
2024,Cocoa–WTI,cocoa,wti,lower,0.05,2451,242,15000,20,2421774969,0.146878824969,0.0826446280992,-0.0642341968702,-0.195838433293,0.141854732931,0.49523365109
2024,Cocoa–WTI,cocoa,wti,upper,0.05,2451,242,15000,20,1943432902,0.0489596083231,0.0826446280992,0.033685019776,-0.0815993472052,0.223454080136,0.643023798413
2024,Cocoa–WTI,cocoa,wti,lower,0.1,2451,242,15000,20,1835693121,0.16319869441,0.0826446280992,-0.0805540663113,-0.187678498572,0.00617052914816,0.129791347244
2024,Cocoa–WTI,cocoa,wti,upper,0.1,2451,242,15000,20,4064997745,0.130558955528,0.0826446280992,-0.0479143274292,-0.15503875969,0.0428902353905,0.417172188521
2024,Gold–Brent,gold,brent,lower,0.025,2451,242,15000,20,2107044983,0.0489596083231,0,-0.0489596083231,-0.114239086087,0.116329647875,0.15405639624
2024,Gold–Brent,gold,brent,upper,0.025,2451,242,15000,20,1068182070,0.0815993472052,0,-0.0815993472052,-0.146878824969,-0.016319869441,0.0440637290847
2024,Gold–Brent,gold,brent,lower,0.05,2451,242,15000,20,431484650,0.0815993472052,0.165289256198,0.0836899089931,-0.114239086087,0.273458969353,0.519698686754
2024,Gold–Brent,gold,brent,upper,0.05,2451,242,15000,20,1307033892,0.0815993472052,0.0826446280992,0.00104528089395,-0.130558955528,0.190814341254,0.971201919872
2024,Gold–Brent,gold,brent,lower,0.1,2451,242,15000,20,4232149986,0.183598531212,0.165289256198,-0.0183092750134,-0.150436151883,0.167379817986,0.822478501433
2024,Gold–Brent,gold,brent,upper,0.1,2451,242,15000,20,2057265524,0.179518563851,0.123966942149,-0.0555516217027,-0.191758465932,0.101055059328,0.480901273248
2024,Gold–Cedi,gold,cedi,lower,0.025,2451,242,15000,20,2363637895,0.0326397388821,0,-0.0326397388821,-0.0815993472052,0,0.272448503433
2024,Gold–Cedi,gold,cedi,upper,0.025,2451,242,15000,20,1250080694,0.016319869441,0,-0.016319869441,-0.0652794777642,0,0.669688687421
2024,Gold–Cedi,gold,cedi,lower,0.05,2451,242,15000,20,4074326473,0.0571195430437,0,-0.0571195430437,-0.106079151367,-0.016319869441,0.0141323911739
2024,Gold–Cedi,gold,cedi,upper,0.05,2451,242,15000,20,2033682946,0.0571195430437,0,-0.0571195430437,-0.106079151367,-0.016319869441,0.0339310712619
2024,Gold–Cedi,gold,cedi,lower,0.1,2451,242,15000,20,1050211296,0.0815993472052,0,-0.0815993472052,-0.114239086087,0.0586874643846,0.126391573895
2024,Gold–Cedi,gold,cedi,upper,0.1,2451,242,15000,20,3427270264,0.114239086087,0.0826446280992,-0.0315944579881,-0.138718890249,0.108692353602,0.762682487834
2024,Gold–WTI,gold,wti,lower,0.025,2451,242,15000,20,3322488410,0.0489596083231,0,-0.0489596083231,-0.114239086087,0.148969386757,0.19905339644
2024,Gold–WTI,gold,wti,upper,0.025,2451,242,15000,20,2731486928,0.114239086087,0,-0.114239086087,-0.195838433293,-0.0326397388821,0.0086660889274
2024,Gold–WTI,gold,wti,lower,0.05,2451,242,15000,20,3239196726,0.0979192166463,0.165289256198,0.0673700395521,-0.122399020808,0.282664184968,0.607426171589
2024,Gold–WTI,gold,wti,upper,0.05,2451,242,15000,20,3669116738,0.122399020808,0,-0.122399020808,-0.179518563851,0.159219883266,0.156056262916
2024,Gold–WTI,gold,wti,lower,0.1,2451,242,15000,20,4109490571,0.15503875969,0.247933884298,0.0928951246076,-0.0637115564233,0.241341870918,0.234851009933
2024,Gold–WTI,gold,wti,upper,0.1,2451,242,15000,20,402784158,0.191758465932,0.165289256198,-0.0264692097339,-0.171358629131,0.159232949277,0.754683021132
2024,WTI–Cedi,wti,cedi,lower,0.025,2451,242,15000,20,2210383031,0,0.165289256198,0.165289256198,-0.016319869441,0.495867768595,0.707286180921
2024,WTI–Cedi,wti,cedi,upper,0.025,2451,242,15000,20,4173658417,0.016319869441,0.165289256198,0.148969386757,-0.0652794777642,0.495867768595,0.580294647024
2024,WTI–Cedi,wti,cedi,lower,0.05,2451,242,15000,20,1653166279,0.0489596083231,0.165289256198,0.116329647875,-0.0652794777642,0.306098708235,0.220451969869
2024,WTI–Cedi,wti,cedi,upper,0.05,2451,242,15000,20,2946123858,0.0652794777642,0.0826446280992,0.017365150335,-0.0979192166463,0.208357357935,0.770881941204
2024,WTI–Cedi,wti,cedi,lower,0.1,2451,242,15000,20,2337378028,0.0897592819257,0.123966942149,0.034207660223,-0.0810767067582,0.17501711226,0.606959536031
2024,WTI–Cedi,wti,cedi,upper,0.1,2451,242,15000,20,3718600713,0.126478988168,0.123966942149,-0.00251204601933,-0.134638922889,0.122053403738,0.977068195454
